0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
7.85734609e-03	6.28212200e-04	1.54668735e-05	-1.89343552e-02	1.88258813e-02	0.00000000e+00	0.00000000e+00	
9.52985146e-03	9.05933109e-04	3.71560654e-04	-6.77997840e-03	6.29037559e-03	0.00000000e+00	0.00000000e+00	
9.10216740e-03	1.07427350e-03	7.76686542e-04	-2.45829636e-03	2.10183122e-03	0.00000000e+00	0.00000000e+00	
7.96855919e-03	1.19487960e-03	1.13622243e-03	-8.00231168e-04	7.02294231e-04	0.00000000e+00	0.00000000e+00	
6.62613427e-03	1.28189643e-03	1.42345578e-03	-7.69682030e-05	2.34660700e-04	0.00000000e+00	0.00000000e+00	
5.26586853e-03	1.33745685e-03	1.63489630e-03	2.94248966e-04	7.84082253e-05	0.00000000e+00	0.00000000e+00	
3.97015603e-03	1.36217142e-03	1.77519516e-03	5.13126150e-04	2.61988897e-05	0.00000000e+00	0.00000000e+00	
2.77949297e-03	1.35770497e-03	1.85193411e-03	6.50915606e-04	8.75395173e-06	0.00000000e+00	0.00000000e+00	
1.71548408e-03	1.32699915e-03	1.87371508e-03	7.35590800e-04	2.92499689e-06	0.00000000e+00	0.00000000e+00	
7.89228353e-04	1.27390438e-03	1.84936652e-03	7.80398154e-04	9.77342244e-07	0.00000000e+00	0.00000000e+00	
4.78643736e-06	1.20275007e-03	1.78754360e-03	7.93435901e-04	3.26563719e-07	0.00000000e+00	0.00000000e+00	
-6.39030174e-04	1.11799003e-03	1.69648416e-03	7.80858021e-04	1.09116190e-07	0.00000000e+00	0.00000000e+00	
-1.14746938e-03	1.02394173e-03	1.58384167e-03	7.47929824e-04	3.64594788e-08	0.00000000e+00	0.00000000e+00	
-1.52889249e-03	9.24607179e-04	1.45656874e-03	6.99359008e-04	1.21823681e-08	0.00000000e+00	0.00000000e+00	
-1.79395797e-03	8.23558400e-04	1.32084057e-03	6.39385139e-04	4.07054893e-09	0.00000000e+00	0.00000000e+00	
-1.95490050e-03	7.23872163e-04	1.18201279e-03	5.71793050e-04	1.36011065e-09	0.00000000e+00	0.00000000e+00	
-2.02489678e-03	6.28102071e-04	1.04460893e-03	4.99907575e-04	4.54459831e-10	0.00000000e+00	0.00000000e+00	
-2.01751619e-03	5.38278513e-04	9.12333310e-04	4.26589570e-04	1.51850688e-10	0.00000000e+00	0.00000000e+00	
-1.94625566e-03	4.55929147e-04	7.88104938e-04	3.54239771e-04	5.07385470e-11	0.00000000e+00	0.00000000e+00	
-1.82415696e-03	3.82114070e-04	6.74107966e-04	2.84812036e-04	1.69534968e-11	0.00000000e+00	0.00000000e+00	

