0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-1.03786477e-03	-8.18454276e-05	2.99830903e-03	2.87436825e-03	0.00000000e+00	0.00000000e+00	2.98284215e-03	
-2.34412730e-03	3.66030208e-04	2.68249570e-03	2.48467019e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.28786698e-03	5.81930269e-04	2.36464682e-03	2.06571082e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.92411536e-03	6.50143082e-04	2.04859624e-03	1.72900347e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.30118271e-03	6.27150910e-04	1.73948240e-03	1.44722153e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.46215387e-03	5.50961798e-04	1.44268405e-03	1.20378590e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.44596150e-03	4.47146167e-04	1.16316023e-03	9.89068785e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.28797871e-03	3.32802062e-04	9.05072481e-04	7.97741105e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.02028218e-03	2.19190857e-04	6.71600055e-04	6.27006099e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.67173316e-03	1.13510047e-04	4.64885012e-04	4.75456684e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.26798200e-03	2.01017813e-05	2.86062949e-04	3.42355983e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-2.83146277e-03	-5.87101345e-05	1.35348071e-04	2.27200260e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-2.38141585e-03	-1.22030032e-04	1.21504551e-05	1.29468191e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-1.93395689e-03	-1.69966039e-04	-8.47903063e-05	4.84916110e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-1.50219772e-03	-2.03319038e-04	-1.57266344e-04	-1.65959489e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-1.09641685e-03	-2.23350689e-04	-2.07465581e-04	-6.68623579e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-7.24272514e-04	-2.31608047e-04	-2.37844123e-04	-1.03551441e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.91048745e-04	-2.29789948e-04	-2.51010595e-04	-1.28042296e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-9.99241854e-05	-2.19645123e-04	-2.49624626e-04	-1.41802239e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
1.47746699e-04	-2.02895163e-04	-2.36310593e-04	-1.46339180e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	

