0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
1.54912042e-02	-1.03904986e-03	-3.49362067e-03	-4.08879534e-03	
5.45002899e-03	-4.29028496e-03	-5.80394786e-03	-7.83299099e-03	
3.20058915e-03	-2.45859026e-03	-5.43644982e-03	-8.53637287e-03	
-6.03630535e-03	-1.93196589e-03	-7.15362819e-03	-1.34079958e-02	
-2.67684812e-03	-2.52203000e-05	-7.39823101e-03	-1.31901999e-02	
7.51364304e-03	-3.52072249e-03	-9.86951232e-03	-1.17885915e-02	
8.27433080e-03	-3.96805345e-03	-9.92124239e-03	-9.93671077e-03	
1.41317510e-02	-2.59136823e-03	-9.33563459e-03	-8.03585321e-03	
1.17008041e-02	-2.97583072e-03	-7.89954479e-03	-4.96687111e-03	
1.28179545e-02	-4.74865632e-03	-8.91395954e-03	-4.56277461e-03	
8.48614393e-03	-1.59715125e-03	-6.84356070e-03	-3.60279156e-03	
5.37661748e-03	-4.74872738e-03	-8.83543235e-03	-4.40603921e-03	
7.09081075e-03	-1.60444401e-03	-7.04619396e-03	-2.98980024e-03	
8.78108886e-03	-4.91172141e-03	-8.42389010e-03	-2.26227982e-03	
1.36808561e-02	-3.55721474e-03	-7.41334024e-03	-6.57059400e-04	
9.16273687e-03	-2.01019998e-03	-6.81546556e-03	-1.22360724e-03	
1.59223437e-02	-3.80879724e-03	-6.30823656e-03	1.67383476e-03	
1.52428413e-02	-3.96343633e-03	-6.40293087e-03	1.49940235e-03	
1.71997060e-02	-4.07403363e-03	-6.30226449e-03	1.97671878e-03	
1.23549355e-02	-5.59971661e-03	-7.53649310e-03	4.72072134e-04	
2.27741800e-02	-4.29095662e-03	-6.19386418e-03	3.16702828e-03	
1.91112712e-02	-2.87606254e-03	-4.77425166e-03	3.42179590e-03	
2.50166653e-02	-4.61460648e-03	-4.74534983e-03	4.95771496e-03	
3.24102871e-02	-3.37840725e-03	-3.43295737e-03	6.05472957e-03	
4.03908500e-02	-5.28099669e-03	-3.46424917e-03	6.29480453e-03	
3.04104933e-02	-3.73353638e-03	-2.79443070e-03	4.52618569e-03	
2.69891977e-02	-4.43652981e-04	-1.22396870e-03	3.77475983e-03	
2.40200865e-02	-3.36743641e-03	-1.81910153e-03	4.20137170e-03	
2.25381261e-02	-3.37372497e-04	-2.46671274e-04	3.82178470e-03	
1.92980599e-02	-6.05589740e-03	-4.20906905e-03	2.11247503e-03	
2.31341197e-02	-3.13218516e-03	-4.15041460e-03	4.37846876e-04	
2.07755876e-02	-1.63634664e-03	-4.01467150e-03	-4.00754331e-04	
2.81787861e-02	-1.77178235e-03	-3.32003344e-03	5.76816260e-04	
2.73022766e-02	-5.25227416e-04	-1.45116225e-03	1.73911034e-03	
1.89009144e-02	-1.95288646e-03	-8.37506312e-04	3.02642739e-03	
1.51365912e-02	9.53830765e-04	4.80866588e-04	2.60755331e-03	
2.21982517e-02	-4.36785811e-04	1.70978495e-04	2.81824000e-03	
1.37383135e-02	-4.64226924e-04	1.98165031e-04	2.64334767e-03	
7.73110139e-03	2.29269244e-03	2.68329138e-03	3.69427403e-03	
-6.23176438e-03	1.10937782e-03	2.78469511e-03	4.49809720e-03	
-1.05139422e-02	1.33088516e-03	2.80350802e-03	4.31635447e-03	
-1.23604451e-02	2.77106265e-03	3.10256629e-03	3.66345448e-03	
-6.36890035e-03	2.77636106e-03	2.08958848e-03	2.31677022e-03	
-1.70672920e-02	3.27430357e-04	-1.38754372e-03	-9.29376099e-05	
5.45078930e-03	1.42437283e-03	-8.36995178e-04	-9.38141879e-05	
6.77118900e-03	1.15962798e-03	-3.83192302e-03	-3.45703138e-03	
5.39320498e-03	-2.56026178e-03	-5.58526793e-03	-3.07212575e-03	
-4.25365146e-03	1.00932165e-03	-2.89537022e-03	-1.82639985e-03	
6.13908137e-03	-1.35661113e-03	-3.44525816e-03	-9.07049710e-04	
2.29441026e-02	-1.69491381e-03	-4.82496105e-03	-2.17536334e-03	
1.48012330e-02	-1.91789853e-03	-4.13908255e-03	-1.29258857e-03	
1.93541892e-02	-2.00227050e-03	-3.20795766e-03	-1.50151140e-04	
2.81649153e-02	-1.09156850e-03	-1.09598296e-03	1.47706382e-03	
2.23012731e-02	-8.77544451e-05	6.45379545e-04	2.43930839e-03	
4.51781203e-03	5.62158931e-03	3.73942873e-03	2.68737212e-03	
-3.79993393e-03	3.93119670e-04	5.76924998e-03	7.78455235e-03	
-1.29354011e-02	1.02456776e-02	8.63722580e-03	4.90332932e-03	
-1.20920505e-02	8.21944563e-03	6.99168816e-03	3.90639547e-03	
-2.89311309e-02	9.28713544e-03	7.45863409e-03	4.20162723e-03	
-4.43770165e-02	9.01310941e-03	9.88777945e-03	7.49093028e-03	
-4.13269348e-02	1.35370648e-02	6.58496524e-03	1.96357721e-03	
-2.54750549e-02	8.73455716e-03	6.34771326e-04	-1.68132728e-03	
-1.29075433e-02	2.26227958e-03	-3.77371324e-03	-2.89721422e-03	
-1.69564306e-02	4.72504150e-03	-1.79454141e-03	-1.43745242e-03	
-5.63911287e-03	3.70179852e-03	-1.63407034e-03	-1.21010286e-03	
-5.36688341e-03	3.15262110e-03	-3.25284872e-03	-2.32502096e-03	
-7.33115823e-03	-1.86827650e-03	-5.78274721e-03	-1.93601284e-03	
-1.07113585e-02	3.02157187e-03	-3.19997366e-03	-1.04221784e-03	
-6.23427073e-03	2.91954050e-03	-3.34481149e-03	-1.12985663e-03	
3.34508257e-03	1.84031088e-03	-3.52722763e-03	-1.38672531e-03	
5.41145435e-03	5.47296816e-03	-1.26600517e-03	-1.02153380e-03	
-6.58090427e-03	1.91274359e-03	-2.66907469e-03	1.72708470e-04	
-1.21487209e-02	2.31022305e-03	-1.50481872e-03	1.53868769e-03	
1.21718517e-02	4.31292521e-03	2.04410731e-03	2.33820931e-03	
3.60738192e-03	4.83635404e-03	2.26047008e-03	2.45654725e-03	
1.59946547e-03	7.89767773e-03	5.01523625e-03	3.42516037e-03	
-9.25139076e-03	8.28826192e-03	6.21377947e-03	4.65255619e-03	
-1.62450519e-02	7.32226765e-03	6.86747869e-03	5.73679797e-03	
-1.41661471e-02	1.21056033e-02	8.86795119e-03	4.79725118e-03	
-2.00154029e-02	1.43600659e-02	1.02323429e-02	4.67489202e-03	
-3.47069616e-02	1.46960184e-02	1.51267909e-02	8.06114930e-03	
-5.24480478e-02	1.90086736e-02	1.51887499e-02	7.49270003e-03	
-6.83973250e-02	2.28112051e-02	2.27028197e-02	1.06328260e-02	
-8.81843035e-03	9.17507063e-03	5.38172368e-03	2.95634353e-04	
-2.07866641e-02	1.24106835e-02	1.33453567e-02	2.51762625e-03	
-5.71019050e-02	1.79647566e-02	2.48787789e-02	6.00732384e-03	
-2.86771854e-02	1.24924609e-02	1.76227379e-02	1.06222221e-03	
-5.43043643e-02	1.62452406e-02	2.49402829e-02	1.92769578e-03	
-5.59971207e-02	1.09872126e-02	1.36652731e-02	2.12455287e-03	
-4.57789538e-02	4.22621931e-03	7.67297942e-03	2.84739059e-03	
-6.10767567e-02	1.07180986e-03	8.65586262e-03	7.30033599e-03	
-5.73879803e-02	1.16969041e-02	8.56735601e-03	3.03720752e-03	
-4.30512900e-02	8.24436731e-04	-4.11429262e-04	3.66549278e-03	
-2.97134494e-02	-4.18415801e-03	-3.23243469e-03	3.84649709e-03	
-2.56005704e-02	1.35665864e-03	2.70039411e-04	2.32816635e-03	
-2.21815905e-02	2.36501620e-03	2.50865584e-03	2.61224834e-03	
-1.65781547e-02	2.57539489e-03	3.60412825e-03	2.54815675e-03	
-1.29348156e-02	4.11304550e-03	5.07681653e-03	2.16604078e-03	
-1.72201465e-02	3.71642032e-03	6.08950208e-03	3.00689008e-03	
-2.03034157e-02	2.07018631e-03	6.82449816e-03	4.17023536e-03	
-1.36970987e-02	2.56859854e-03	5.23933611e-03	2.51235919e-03	
-8.85359126e-03	-4.23599333e-06	1.59424455e-03	1.52193012e-03	
-4.56476582e-03	3.28999476e-03	3.47197073e-03	6.74888991e-04	
-6.13442686e-03	2.02290528e-04	1.39389264e-03	9.97659931e-04	
-5.22669642e-03	6.58587024e-04	1.86450546e-03	9.36226582e-04	
-9.86717925e-03	3.18449220e-03	2.87797683e-03	6.79203257e-04	
-1.86021144e-03	-8.60447661e-03	-3.93892820e-03	1.77348608e-03	
-3.26257972e-03	-1.13890097e-04	-1.08831081e-03	-1.35031416e-04	
-2.97871558e-03	-8.01978901e-04	-2.59065481e-03	-4.73729716e-04	
-3.04085766e-03	1.51144526e-03	-4.55000954e-04	-3.92032356e-04	
-2.64739569e-03	1.86812865e-03	-3.14925913e-04	-4.63458474e-04	
4.02413798e-03	1.37066521e-03	5.38807350e-04	-3.42457887e-04	
-3.26724755e-03	1.72788963e-03	1.50923107e-03	3.51032461e-04	
3.91468992e-03	9.61979609e-04	8.88149967e-04	-9.35165222e-05	
2.74494928e-04	1.53199134e-03	9.93276284e-04	-8.84454297e-05	
2.13142561e-03	2.39312918e-03	3.18470567e-03	3.46139516e-04	
1.46368281e-03	2.95694320e-03	4.49077846e-03	5.68985767e-04	
-2.45595513e-03	2.74839918e-03	5.61698121e-03	1.20914476e-03	

