0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
9.06154736e-03	4.37239084e-04	-1.35910507e-05	-1.70408928e-02	1.71105366e-02	0.00000000e+00	0.00000000e+00	
1.24397115e-02	6.17093449e-04	6.38632996e-04	-1.12695285e-02	1.13783296e-02	0.00000000e+00	0.00000000e+00	
1.21341344e-02	6.78413664e-04	1.45162297e-03	-6.90792317e-03	7.56647134e-03	0.00000000e+00	0.00000000e+00	
9.73633294e-03	7.00028494e-04	2.15265302e-03	-3.71967419e-03	5.03162507e-03	0.00000000e+00	0.00000000e+00	
6.43596107e-03	7.07011285e-04	2.61626908e-03	-1.50459332e-03	3.34597856e-03	0.00000000e+00	0.00000000e+00	
3.06259184e-03	7.02679587e-04	2.81402168e-03	-7.93913478e-05	2.22504109e-03	0.00000000e+00	0.00000000e+00	
1.33863102e-04	6.84310671e-04	2.77573168e-03	7.31477215e-04	1.47962928e-03	0.00000000e+00	0.00000000e+00	
-2.08738306e-03	6.49820410e-04	2.56024465e-03	1.09252056e-03	9.83938147e-04	0.00000000e+00	0.00000000e+00	
-3.52985501e-03	5.99808746e-04	2.23472811e-03	1.14946121e-03	6.54308677e-04	0.00000000e+00	0.00000000e+00	
-4.25152443e-03	5.37430971e-04	1.86140173e-03	1.02314749e-03	4.35108494e-04	0.00000000e+00	0.00000000e+00	
-4.38468525e-03	4.67431263e-04	1.49029344e-03	8.06997314e-04	2.89342642e-04	0.00000000e+00	0.00000000e+00	
-4.09213910e-03	3.95039817e-04	1.15649985e-03	5.67699099e-04	1.92409860e-04	0.00000000e+00	0.00000000e+00	
-3.53568139e-03	3.25068389e-04	8.80511964e-04	3.48207698e-04	1.27950564e-04	0.00000000e+00	0.00000000e+00	
-2.85616907e-03	2.61324757e-04	6.70372744e-04	1.72032676e-04	8.50858001e-05	0.00000000e+00	0.00000000e+00	
-2.16334219e-03	2.06345642e-04	5.24694351e-04	4.79856516e-05	5.65811758e-05	0.00000000e+00	0.00000000e+00	
-1.53308959e-03	1.61387132e-04	4.35830298e-04	-2.52343127e-05	3.76258959e-05	0.00000000e+00	0.00000000e+00	
-1.00980872e-03	1.26590425e-04	3.92743940e-04	-5.50298370e-05	2.50208311e-05	0.00000000e+00	0.00000000e+00	
-6.11751941e-04	1.01242892e-04	3.83322132e-04	-5.16921363e-05	1.66385935e-05	0.00000000e+00	0.00000000e+00	
-3.37652344e-04	8.40687714e-05	3.96043437e-04	-2.60512406e-05	1.10644924e-05	0.00000000e+00	0.00000000e+00	
-1.73380290e-04	7.35024568e-05	4.21022657e-04	1.20612781e-05	7.35777284e-06	0.00000000e+00	0.00000000e+00	

