0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
6.29663974e-05	6.31398695e-03	-1.35910507e-05	6.96437702e-05	0.00000000e+00	1.08284448e-02	0.00000000e+00	
9.87087408e-04	4.27901147e-03	9.77673321e-04	-2.28049747e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
1.63521936e-04	2.98292633e-03	1.58095717e-03	-5.71124223e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-1.29596658e-03	2.15196922e-03	1.85317484e-03	4.41640450e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-2.72626982e-03	1.61084769e-03	1.87387670e-03	9.42004929e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.79419704e-03	1.24842104e-03	1.72560243e-03	1.09622270e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.38848566e-03	9.95773997e-04	1.48215933e-03	1.03797208e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.53204554e-03	8.11395944e-04	1.20271255e-03	8.67941287e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-4.31735060e-03	6.71063517e-04	9.29951084e-04	6.57244902e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.86189517e-03	5.61034422e-04	6.90930240e-04	4.52072062e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-3.27992083e-03	4.73598068e-04	4.99470027e-04	2.78756997e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-2.66669033e-03	4.04282145e-04	3.59247081e-04	1.48799921e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-2.09189252e-03	3.50193762e-04	2.66961860e-04	6.34689798e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-1.59920115e-03	3.09110965e-04	2.15182257e-04	1.77232015e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-1.20953485e-03	2.79047120e-04	1.94648173e-04	3.32023985e-06	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-9.26121905e-04	2.58093355e-04	1.95962861e-04	1.10871272e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-7.40012009e-04	2.44407489e-04	2.10695459e-04	3.24208341e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-6.35156941e-04	2.36265120e-04	2.31979094e-04	6.01417115e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-5.92576754e-04	2.32122867e-04	2.54717227e-04	8.88481910e-05	0.00000000e+00	0.00000000e+00	0.00000000e+00	
-5.93427363e-04	2.30667670e-04	2.75515628e-04	1.14921591e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	

